,BusinessEntityID,PhoneNumber,PhoneNumberTypeID,ModifiedDate
5944,6750,1 (11) 500 555-0126,1,2012-10-24 00:00:00.000
5945,6751,819-555-0144,2,2013-03-27 00:00:00.000
5946,6752,1 (11) 500 555-0196,1,2012-12-12 00:00:00.000
5947,6753,1 (11) 500 555-0157,1,2014-03-14 00:00:00.000
5948,6754,787-555-0188,1,2013-08-12 00:00:00.000
5949,6755,292-555-0195,2,2012-05-20 00:00:00.000
5950,6756,1 (11) 500 555-0187,1,2013-06-08 00:00:00.000
5951,6757,1 (11) 500 555-0133,1,2013-10-16 00:00:00.000
5952,6758,1 (11) 500 555-0111,2,2014-03-25 00:00:00.000
5953,6759,1 (11) 500 555-0196,1,2013-12-10 00:00:00.000
5954,6760,1 (11) 500 555-0146,1,2013-03-03 00:00:00.000
5955,6761,1 (11) 500 555-0146,1,2013-10-08 00:00:00.000
5956,6762,231-555-0168,2,2012-02-03 00:00:00.000
5957,6763,171-555-0119,2,2013-04-04 00:00:00.000
5958,6764,1 (11) 500 555-0123,1,2012-04-25 00:00:00.000
5959,6765,115-555-0119,1,2014-03-22 00:00:00.000
5960,6766,302-555-0121,1,2012-01-19 00:00:00.000
5961,6767,166-555-0170,1,2014-03-03 00:00:00.000
5962,6768,1 (11) 500 555-0186,2,2014-04-01 00:00:00.000
5963,6769,625-555-0177,1,2014-02-02 00:00:00.000
5964,6770,1 (11) 500 555-0170,1,2013-01-23 00:00:00.000
5965,6771,1 (11) 500 555-0156,1,2014-01-01 00:00:00.000
5966,6772,662-555-0188,1,2014-05-04 00:00:00.000
5967,6773,609-555-0115,1,2014-04-24 00:00:00.000
5968,6774,579-555-0141,1,2013-08-13 00:00:00.000
5969,6775,820-555-0119,1,2013-07-30 00:00:00.000
5970,6776,235-555-0196,2,2014-01-13 00:00:00.000
5971,6777,365-555-0193,2,2014-02-03 00:00:00.000
5972,6778,115-555-0148,2,2013-12-20 00:00:00.000
5973,6779,1 (11) 500 555-0189,1,2013-07-14 00:00:00.000
5974,6780,1 (11) 500 555-0164,1,2013-09-18 00:00:00.000
5975,6781,125-555-0159,2,2013-11-12 00:00:00.000
5976,6782,1 (11) 500 555-0152,1,2013-08-14 00:00:00.000
5977,6783,1 (11) 500 555-0181,2,2012-09-11 00:00:00.000
5978,6784,933-555-0167,1,2011-12-04 00:00:00.000
5979,6785,183-555-0169,2,2014-04-06 00:00:00.000
5980,6786,1 (11) 500 555-0114,1,2014-02-10 00:00:00.000
5981,6787,366-555-0173,2,2013-08-06 00:00:00.000
5982,6788,1 (11) 500 555-0151,2,2011-11-22 00:00:00.000
5983,6789,1 (11) 500 555-0174,1,2014-03-05 00:00:00.000
5984,6790,977-555-0139,1,2013-10-05 00:00:00.000
5985,6791,1 (11) 500 555-0195,1,2012-12-22 00:00:00.000
5986,6792,107-555-0115,2,2012-01-10 00:00:00.000
5987,6793,101-555-0110,2,2012-03-26 00:00:00.000
5988,6794,355-555-0110,1,2013-04-08 00:00:00.000
5989,6795,1 (11) 500 555-0122,2,2014-05-15 00:00:00.000
5990,6796,693-555-0161,1,2012-10-26 00:00:00.000
5991,6797,602-555-0120,1,2013-05-13 00:00:00.000
5992,6798,1 (11) 500 555-0117,1,2014-03-19 00:00:00.000
5993,6799,574-555-0157,2,2011-11-10 00:00:00.000
5994,6800,916-555-0160,1,2014-04-18 00:00:00.000
5995,6801,424-555-0137,1,2014-05-11 00:00:00.000
5996,6802,1 (11) 500 555-0110,1,2011-08-27 00:00:00.000
5997,6803,1 (11) 500 555-0117,1,2011-09-29 00:00:00.000
5998,6804,1 (11) 500 555-0180,1,2014-02-05 00:00:00.000
5999,6805,818-555-0171,1,2011-09-09 00:00:00.000
6000,6806,1 (11) 500 555-0111,1,2014-01-19 00:00:00.000
6001,6807,273-555-0123,1,2013-10-19 00:00:00.000
6002,6808,121-555-0152,2,2011-09-21 00:00:00.000
6003,6809,233-555-0188,1,2013-09-03 00:00:00.000
6004,6810,1 (11) 500 555-0113,2,2012-03-26 00:00:00.000
6005,6811,1 (11) 500 555-0188,1,2014-01-02 00:00:00.000
6006,6812,241-555-0163,1,2013-01-17 00:00:00.000
6007,6813,825-555-0169,2,2013-11-26 00:00:00.000
6008,6814,1 (11) 500 555-0157,1,2013-04-25 00:00:00.000
6009,6815,612-555-0162,2,2013-04-23 00:00:00.000
6010,6816,1 (11) 500 555-0114,2,2012-07-12 00:00:00.000
6011,6817,166-555-0126,2,2011-08-20 00:00:00.000
6012,6818,1 (11) 500 555-0189,1,2014-06-10 00:00:00.000
6013,6819,1 (11) 500 555-0176,1,2011-11-27 00:00:00.000
6014,6820,345-555-0116,1,2013-03-06 00:00:00.000
6015,6821,1 (11) 500 555-0193,1,2014-04-22 00:00:00.000
6016,6822,835-555-0168,2,2013-08-17 00:00:00.000
6017,6823,114-555-0177,2,2013-08-08 00:00:00.000
6018,6824,1 (11) 500 555-0199,2,2014-01-25 00:00:00.000
6019,6825,634-555-0176,1,2014-03-07 00:00:00.000
6020,6826,1 (11) 500 555-0181,2,2012-08-09 00:00:00.000
6021,6827,583-555-0153,2,2014-03-08 00:00:00.000
6022,6828,267-555-0148,1,2013-12-02 00:00:00.000
6023,6829,1 (11) 500 555-0131,2,2014-01-21 00:00:00.000
6024,6830,1 (11) 500 555-0156,2,2013-01-17 00:00:00.000
6025,6831,1 (11) 500 555-0190,1,2012-07-30 00:00:00.000
6026,6832,1 (11) 500 555-0119,2,2013-09-08 00:00:00.000
6027,6833,1 (11) 500 555-0152,1,2013-07-07 00:00:00.000
6028,6834,677-555-0149,1,2014-05-02 00:00:00.000
6029,6835,1 (11) 500 555-0117,2,2014-03-14 00:00:00.000
6030,6836,1 (11) 500 555-0114,2,2013-11-18 00:00:00.000
6031,6837,553-555-0183,1,2014-03-24 00:00:00.000
6032,6838,348-555-0112,2,2014-04-24 00:00:00.000
6033,6839,1 (11) 500 555-0163,1,2013-10-26 00:00:00.000
6034,6840,929-555-0162,1,2014-03-08 00:00:00.000
6035,6841,938-555-0187,1,2012-06-01 00:00:00.000
6036,6842,1 (11) 500 555-0111,1,2014-03-18 00:00:00.000
6037,6843,466-555-0125,1,2014-03-30 00:00:00.000
6038,6844,1 (11) 500 555-0172,1,2014-02-08 00:00:00.000
6039,6845,1 (11) 500 555-0184,1,2013-10-05 00:00:00.000
6040,6846,999-555-0198,2,2012-10-26 00:00:00.000
6041,6847,323-555-0140,2,2013-11-28 00:00:00.000
6042,6848,675-555-0112,2,2013-10-20 00:00:00.000
6043,6849,693-555-0144,2,2014-03-19 00:00:00.000
6044,6850,627-555-0187,2,2011-10-26 00:00:00.000
6045,6851,1 (11) 500 555-0137,1,2014-04-15 00:00:00.000
6046,6852,1 (11) 500 555-0194,1,2014-03-27 00:00:00.000
6047,6853,1 (11) 500 555-0163,2,2014-02-13 00:00:00.000
6048,6854,999-555-0183,1,2013-07-19 00:00:00.000
6049,6855,211-555-0131,2,2014-05-25 00:00:00.000
6050,6856,561-555-0128,1,2014-02-08 00:00:00.000
6051,6857,817-555-0136,1,2014-03-17 00:00:00.000
6052,6858,1 (11) 500 555-0117,1,2013-07-02 00:00:00.000
6053,6859,1 (11) 500 555-0189,2,2013-02-14 00:00:00.000
6054,6860,562-555-0160,2,2013-11-27 00:00:00.000
6055,6861,127-555-0166,2,2012-07-24 00:00:00.000
6056,6862,1 (11) 500 555-0177,2,2013-07-07 00:00:00.000
6057,6863,375-555-0183,1,2011-11-29 00:00:00.000
6058,6864,1 (11) 500 555-0121,1,2013-10-14 00:00:00.000
6059,6865,1 (11) 500 555-0164,1,2014-01-10 00:00:00.000
6060,6866,331-555-0195,2,2012-11-17 00:00:00.000
6061,6867,809-555-0141,1,2013-11-26 00:00:00.000
6062,6868,257-555-0150,2,2014-01-22 00:00:00.000
6063,6869,1 (11) 500 555-0131,1,2014-02-23 00:00:00.000
6064,6870,897-555-0117,2,2014-06-14 00:00:00.000
6065,6871,296-555-0176,2,2014-06-25 00:00:00.000
6066,6872,278-555-0174,1,2013-09-24 00:00:00.000
6067,6873,554-555-0169,2,2012-07-18 00:00:00.000
6068,6874,1 (11) 500 555-0189,2,2013-08-13 00:00:00.000
6069,6875,1 (11) 500 555-0187,2,2014-01-12 00:00:00.000
6070,6876,967-555-0110,1,2013-05-18 00:00:00.000
6071,6877,685-555-0165,2,2012-06-12 00:00:00.000
6072,6878,1 (11) 500 555-0153,2,2014-01-27 00:00:00.000
6073,6879,1 (11) 500 555-0177,2,2014-04-20 00:00:00.000
6074,6880,1 (11) 500 555-0126,1,2011-06-26 00:00:00.000
6075,6881,908-555-0133,2,2013-11-09 00:00:00.000
6076,6882,828-555-0137,2,2014-04-23 00:00:00.000
6077,6883,1 (11) 500 555-0131,2,2013-09-21 00:00:00.000
6078,6884,1 (11) 500 555-0118,1,2014-03-11 00:00:00.000
6079,6885,119-555-0181,1,2012-05-22 00:00:00.000
6080,6886,1 (11) 500 555-0184,1,2013-07-02 00:00:00.000
6081,6887,1 (11) 500 555-0112,1,2013-08-23 00:00:00.000
6082,6888,171-555-0187,2,2014-04-14 00:00:00.000
6083,6889,1 (11) 500 555-0114,1,2013-02-05 00:00:00.000
6084,6890,168-555-0121,1,2014-01-06 00:00:00.000
6085,6891,988-555-0154,1,2014-03-24 00:00:00.000
6086,6892,1 (11) 500 555-0181,1,2013-11-23 00:00:00.000
6087,6893,1 (11) 500 555-0129,2,2014-06-16 00:00:00.000
6088,6894,1 (11) 500 555-0187,2,2013-01-16 00:00:00.000
6089,6895,618-555-0184,1,2013-12-09 00:00:00.000
6090,6896,1 (11) 500 555-0110,1,2012-03-25 00:00:00.000
6091,6897,1 (11) 500 555-0110,1,2014-04-30 00:00:00.000
6092,6898,521-555-0139,2,2014-05-12 00:00:00.000
6093,6899,422-555-0193,2,2013-08-26 00:00:00.000
6094,6900,474-555-0172,1,2014-01-11 00:00:00.000
6095,6901,758-555-0120,2,2014-04-12 00:00:00.000
6096,6902,258-555-0193,1,2014-01-03 00:00:00.000
6097,6903,1 (11) 500 555-0128,1,2012-09-23 00:00:00.000
6098,6904,407-555-0119,2,2014-03-26 00:00:00.000
6099,6905,1 (11) 500 555-0118,1,2012-04-26 00:00:00.000
6100,6906,398-555-0193,2,2013-10-13 00:00:00.000
6101,6907,1 (11) 500 555-0111,1,2014-02-28 00:00:00.000
6102,6908,172-555-0143,2,2014-03-01 00:00:00.000
6103,6909,248-555-0171,2,2013-12-07 00:00:00.000
6104,6910,120-555-0143,2,2014-04-30 00:00:00.000
6105,6911,624-555-0150,2,2014-01-12 00:00:00.000
6106,6912,1 (11) 500 555-0116,2,2014-03-31 00:00:00.000
6107,6913,743-555-0118,1,2014-06-27 00:00:00.000
6108,6914,426-555-0124,1,2011-11-22 00:00:00.000
6109,6915,1 (11) 500 555-0193,1,2013-09-18 00:00:00.000
6110,6916,1 (11) 500 555-0193,2,2013-12-13 00:00:00.000
6111,6917,1 (11) 500 555-0132,1,2014-05-09 00:00:00.000
6112,6918,1 (11) 500 555-0140,1,2013-09-21 00:00:00.000
6113,6919,780-555-0152,2,2013-09-06 00:00:00.000
6114,6920,1 (11) 500 555-0155,1,2011-10-06 00:00:00.000
6115,6921,839-555-0181,1,2013-07-06 00:00:00.000
6116,6922,1 (11) 500 555-0185,1,2014-04-06 00:00:00.000
6117,6923,818-555-0168,2,2013-07-28 00:00:00.000
6118,6924,872-555-0124,2,2013-12-16 00:00:00.000
6119,6925,1 (11) 500 555-0156,2,2014-06-27 00:00:00.000
6120,6926,1 (11) 500 555-0111,1,2013-11-02 00:00:00.000
6121,6927,1 (11) 500 555-0176,2,2012-01-10 00:00:00.000
6122,6928,643-555-0118,2,2013-09-06 00:00:00.000
6123,6929,822-555-0128,2,2011-12-24 00:00:00.000
6124,6930,337-555-0164,2,2014-05-11 00:00:00.000
6125,6931,119-555-0117,1,2013-11-16 00:00:00.000
6126,6932,1 (11) 500 555-0154,2,2013-11-25 00:00:00.000
6127,6933,321-555-0114,2,2014-04-12 00:00:00.000
6128,6934,1 (11) 500 555-0185,2,2014-02-10 00:00:00.000
6129,6935,1 (11) 500 555-0158,2,2013-12-21 00:00:00.000
6130,6936,1 (11) 500 555-0170,1,2014-01-23 00:00:00.000
6131,6937,1 (11) 500 555-0178,2,2013-03-20 00:00:00.000
6132,6938,286-555-0116,2,2014-05-25 00:00:00.000
6133,6939,780-555-0195,2,2013-09-06 00:00:00.000
6134,6940,321-555-0115,1,2014-05-15 00:00:00.000
6135,6941,1 (11) 500 555-0182,2,2012-08-13 00:00:00.000
6136,6942,1 (11) 500 555-0198,1,2013-03-29 00:00:00.000
6137,6943,445-555-0135,1,2013-01-18 00:00:00.000
6138,6944,457-555-0140,1,2014-05-28 00:00:00.000
6139,6945,444-555-0138,2,2012-11-12 00:00:00.000
6140,6946,1 (11) 500 555-0165,1,2011-06-23 00:00:00.000
6141,6947,1 (11) 500 555-0129,2,2014-01-09 00:00:00.000
6142,6948,182-555-0178,1,2014-03-21 00:00:00.000
6143,6949,1 (11) 500 555-0174,2,2012-12-01 00:00:00.000
6144,6950,1 (11) 500 555-0119,2,2014-02-24 00:00:00.000
6145,6951,609-555-0146,2,2014-04-18 00:00:00.000
6146,6952,1 (11) 500 555-0126,1,2013-11-07 00:00:00.000
6147,6953,1 (11) 500 555-0159,1,2011-06-27 00:00:00.000
6148,6954,369-555-0114,2,2013-12-27 00:00:00.000
6149,6955,835-555-0112,1,2014-01-07 00:00:00.000
6150,6956,1 (11) 500 555-0183,2,2013-10-17 00:00:00.000
6151,6957,214-555-0171,2,2013-11-13 00:00:00.000
6152,6958,540-555-0189,1,2014-06-19 00:00:00.000
6153,6959,1 (11) 500 555-0122,1,2012-11-17 00:00:00.000
6154,6960,1 (11) 500 555-0192,2,2012-01-02 00:00:00.000
6155,6961,1 (11) 500 555-0165,1,2013-12-18 00:00:00.000
6156,6962,331-555-0163,1,2014-04-06 00:00:00.000
6157,6963,1 (11) 500 555-0113,1,2012-10-07 00:00:00.000
6158,6964,798-555-0137,2,2014-02-26 00:00:00.000
6159,6965,783-555-0163,2,2014-05-18 00:00:00.000
6160,6966,569-555-0112,2,2014-03-10 00:00:00.000
6161,6967,524-555-0198,1,2013-11-22 00:00:00.000
6162,6968,771-555-0195,2,2013-08-18 00:00:00.000
6163,6969,308-555-0179,2,2013-07-10 00:00:00.000
6164,6970,246-555-0114,2,2013-08-26 00:00:00.000
6165,6971,1 (11) 500 555-0117,1,2014-01-01 00:00:00.000
6166,6972,493-555-0113,2,2014-04-11 00:00:00.000
6167,6973,161-555-0181,1,2011-10-28 00:00:00.000
6168,6974,1 (11) 500 555-0127,1,2013-07-25 00:00:00.000
6169,6975,272-555-0110,1,2013-11-14 00:00:00.000
6170,6976,138-555-0118,2,2013-11-16 00:00:00.000
6171,6977,1 (11) 500 555-0126,2,2013-09-26 00:00:00.000
6172,6978,1 (11) 500 555-0125,2,2014-01-05 00:00:00.000
6173,6979,249-555-0138,1,2013-09-13 00:00:00.000
6174,6980,1 (11) 500 555-0139,1,2013-08-16 00:00:00.000
6175,6981,165-555-0115,1,2013-11-02 00:00:00.000
6176,6982,551-555-0183,1,2013-07-28 00:00:00.000
6177,6983,909-555-0115,1,2013-10-02 00:00:00.000
6178,6984,1 (11) 500 555-0187,2,2013-08-27 00:00:00.000
6179,6985,1 (11) 500 555-0179,1,2013-07-26 00:00:00.000
6180,6986,181-555-0113,2,2013-12-03 00:00:00.000
6181,6987,453-555-0175,2,2013-07-01 00:00:00.000
6182,6988,114-555-0160,1,2013-09-12 00:00:00.000
6183,6989,1 (11) 500 555-0192,2,2013-10-13 00:00:00.000
6184,6990,1 (11) 500 555-0151,1,2011-06-01 00:00:00.000
6185,6991,1 (11) 500 555-0137,2,2013-07-01 00:00:00.000
6186,6992,1 (11) 500 555-0148,1,2013-12-07 00:00:00.000
6187,6993,716-555-0155,2,2013-08-07 00:00:00.000
6188,6994,1 (11) 500 555-0161,1,2014-05-01 00:00:00.000
6189,6995,1 (11) 500 555-0187,1,2012-09-19 00:00:00.000
6190,6996,1 (11) 500 555-0121,1,2013-02-01 00:00:00.000
6191,6997,157-555-0165,1,2013-05-07 00:00:00.000
6192,6998,982-555-0119,2,2014-03-09 00:00:00.000
6193,6999,844-555-0156,1,2013-11-16 00:00:00.000
6194,7000,175-555-0196,2,2013-11-24 00:00:00.000
6195,7001,1 (11) 500 555-0150,1,2012-10-08 00:00:00.000
6196,7002,1 (11) 500 555-0120,1,2012-01-19 00:00:00.000
6197,7003,1 (11) 500 555-0164,2,2014-03-03 00:00:00.000
6198,7004,1 (11) 500 555-0162,2,2013-09-19 00:00:00.000
6199,7005,1 (11) 500 555-0180,1,2013-11-27 00:00:00.000
6200,7006,1 (11) 500 555-0117,2,2013-09-19 00:00:00.000
6201,7007,458-555-0188,2,2014-05-26 00:00:00.000
6202,7008,818-555-0118,2,2013-10-02 00:00:00.000
6203,7009,1 (11) 500 555-0177,1,2014-03-13 00:00:00.000
6204,7010,1 (11) 500 555-0189,1,2012-11-22 00:00:00.000
6205,7011,1 (11) 500 555-0120,2,2014-05-07 00:00:00.000
6206,7012,579-555-0134,1,2014-06-21 00:00:00.000
6207,7013,560-555-0168,1,2014-04-05 00:00:00.000
6208,7014,1 (11) 500 555-0183,2,2013-09-16 00:00:00.000
6209,7015,1 (11) 500 555-0128,1,2012-05-11 00:00:00.000
6210,7016,375-555-0149,2,2014-01-27 00:00:00.000
6211,7017,615-555-0121,1,2013-11-10 00:00:00.000
6212,7018,120-555-0133,1,2014-02-01 00:00:00.000
6213,7019,1 (11) 500 555-0143,1,2012-05-01 00:00:00.000
6214,7020,1 (11) 500 555-0199,2,2014-04-27 00:00:00.000
6215,7021,1 (11) 500 555-0169,1,2014-01-09 00:00:00.000
6216,7022,1 (11) 500 555-0140,2,2013-05-15 00:00:00.000
6217,7023,149-555-0161,1,2012-06-08 00:00:00.000
6218,7024,136-555-0183,2,2013-12-03 00:00:00.000
6219,7025,1 (11) 500 555-0187,1,2012-01-10 00:00:00.000
6220,7026,1 (11) 500 555-0175,1,2012-07-23 00:00:00.000
6221,7027,377-555-0185,2,2012-02-23 00:00:00.000
6222,7028,1 (11) 500 555-0173,1,2013-04-22 00:00:00.000
6223,7029,259-555-0187,1,2013-08-15 00:00:00.000
6224,7030,193-555-0178,2,2013-07-12 00:00:00.000
6225,7031,1 (11) 500 555-0180,2,2012-02-04 00:00:00.000
6226,7032,159-555-0168,1,2013-12-28 00:00:00.000
6227,7033,273-555-0159,1,2014-06-19 00:00:00.000
6228,7034,1 (11) 500 555-0132,2,2013-11-01 00:00:00.000
6229,7035,743-555-0146,2,2013-05-29 00:00:00.000
6230,7036,373-555-0180,1,2013-11-05 00:00:00.000
6231,7037,1 (11) 500 555-0176,2,2013-06-02 00:00:00.000
6232,7038,373-555-0150,1,2014-02-08 00:00:00.000
6233,7039,914-555-0183,2,2013-11-27 00:00:00.000
6234,7040,171-555-0166,1,2013-11-09 00:00:00.000
6235,7041,713-555-0192,1,2014-02-25 00:00:00.000
6236,7042,1 (11) 500 555-0187,1,2013-01-03 00:00:00.000
6237,7043,756-555-0120,2,2013-07-25 00:00:00.000
6238,7044,603-555-0152,1,2013-12-13 00:00:00.000
6239,7045,849-555-0134,1,2012-07-15 00:00:00.000
6240,7046,1 (11) 500 555-0126,2,2013-03-10 00:00:00.000
6241,7047,523-555-0115,1,2014-05-05 00:00:00.000
6242,7048,301-555-0188,2,2011-12-25 00:00:00.000
6243,7049,558-555-0139,2,2013-07-09 00:00:00.000
6244,7050,924-555-0122,1,2014-04-03 00:00:00.000
6245,7051,1 (11) 500 555-0111,1,2013-03-12 00:00:00.000
6246,7052,641-555-0162,1,2013-09-24 00:00:00.000
6247,7053,1 (11) 500 555-0182,1,2013-05-12 00:00:00.000
6248,7054,151-555-0172,1,2013-11-21 00:00:00.000
6249,7055,1 (11) 500 555-0139,1,2012-01-05 00:00:00.000
6250,7056,538-555-0190,2,2013-03-12 00:00:00.000
6251,7057,452-555-0128,1,2014-03-01 00:00:00.000
6252,7058,850-555-0189,1,2013-02-01 00:00:00.000
6253,7059,1 (11) 500 555-0186,2,2013-09-23 00:00:00.000
6254,7060,1 (11) 500 555-0189,1,2014-05-13 00:00:00.000
6255,7061,994-555-0149,1,2013-11-25 00:00:00.000
6256,7062,1 (11) 500 555-0132,2,2012-10-10 00:00:00.000
6257,7063,1 (11) 500 555-0176,1,2014-02-18 00:00:00.000
6258,7064,162-555-0133,1,2014-05-14 00:00:00.000
6259,7065,1 (11) 500 555-0173,1,2011-12-17 00:00:00.000
6260,7066,833-555-0117,2,2013-12-22 00:00:00.000
6261,7067,364-555-0113,2,2014-02-13 00:00:00.000
6262,7068,833-555-0112,1,2013-10-09 00:00:00.000
6263,7069,1 (11) 500 555-0194,1,2013-07-17 00:00:00.000
6264,7070,1 (11) 500 555-0110,1,2013-09-19 00:00:00.000
6265,7071,1 (11) 500 555-0153,1,2012-08-01 00:00:00.000
6266,7072,397-555-0181,2,2014-02-02 00:00:00.000
6267,7073,126-555-0191,1,2014-02-08 00:00:00.000
6268,7074,1 (11) 500 555-0163,2,2013-12-22 00:00:00.000
6269,7075,131-555-0196,2,2013-10-30 00:00:00.000
6270,7076,1 (11) 500 555-0112,1,2014-01-08 00:00:00.000
6271,7077,974-555-0179,2,2011-08-19 00:00:00.000
6272,7078,979-555-0111,2,2014-05-15 00:00:00.000
6273,7079,700-555-0195,1,2013-09-29 00:00:00.000
6274,7080,1 (11) 500 555-0147,2,2014-06-12 00:00:00.000
6275,7081,1 (11) 500 555-0113,1,2014-06-25 00:00:00.000
6276,7082,1 (11) 500 555-0115,2,2014-01-14 00:00:00.000
6277,7083,1 (11) 500 555-0159,1,2013-07-13 00:00:00.000
6278,7084,113-555-0188,1,2014-04-17 00:00:00.000
6279,7085,1 (11) 500 555-0196,2,2012-01-13 00:00:00.000
6280,7086,268-555-0160,2,2014-01-26 00:00:00.000
6281,7087,270-555-0131,2,2014-05-22 00:00:00.000
6282,7088,1 (11) 500 555-0161,1,2013-10-03 00:00:00.000
6283,7089,352-555-0115,1,2013-07-27 00:00:00.000
6284,7090,390-555-0145,1,2011-12-31 00:00:00.000
6285,7091,125-555-0155,1,2013-05-21 00:00:00.000
6286,7092,552-555-0118,1,2014-02-15 00:00:00.000
6287,7093,396-555-0181,2,2013-10-26 00:00:00.000
6288,7094,1 (11) 500 555-0124,2,2013-08-06 00:00:00.000
6289,7095,1 (11) 500 555-0149,1,2012-03-11 00:00:00.000
6290,7096,1 (11) 500 555-0127,1,2013-10-23 00:00:00.000
6291,7097,754-555-0159,2,2013-07-20 00:00:00.000
6292,7098,1 (11) 500 555-0178,1,2014-03-03 00:00:00.000
6293,7099,631-555-0118,1,2013-09-24 00:00:00.000
6294,7100,1 (11) 500 555-0113,2,2013-04-13 00:00:00.000
6295,7101,1 (11) 500 555-0125,2,2013-06-18 00:00:00.000
6296,7102,678-555-0139,2,2012-09-13 00:00:00.000
6297,7103,1 (11) 500 555-0178,2,2014-01-26 00:00:00.000
6298,7104,193-555-0135,2,2013-10-03 00:00:00.000
6299,7105,1 (11) 500 555-0114,2,2013-10-29 00:00:00.000
6300,7106,1 (11) 500 555-0134,1,2012-12-03 00:00:00.000
6301,7107,1 (11) 500 555-0112,2,2012-08-17 00:00:00.000
6302,7108,675-555-0149,2,2013-12-13 00:00:00.000
6303,7109,402-555-0181,2,2014-06-03 00:00:00.000
6304,7110,1 (11) 500 555-0123,1,2014-02-08 00:00:00.000
6305,7111,952-555-0171,2,2014-06-07 00:00:00.000
6306,7112,1 (11) 500 555-0110,1,2011-12-03 00:00:00.000
6307,7113,632-555-0172,1,2012-04-17 00:00:00.000
6308,7114,507-555-0147,1,2013-05-06 00:00:00.000
6309,7115,1 (11) 500 555-0120,2,2012-02-08 00:00:00.000
6310,7116,680-555-0114,1,2014-05-13 00:00:00.000
6311,7117,1 (11) 500 555-0182,1,2012-06-11 00:00:00.000
6312,7118,806-555-0198,1,2014-01-29 00:00:00.000
6313,7119,863-555-0120,2,2013-11-25 00:00:00.000
6314,7120,356-555-0116,2,2013-09-26 00:00:00.000
6315,7121,191-555-0146,1,2014-03-23 00:00:00.000
6316,7122,1 (11) 500 555-0151,2,2013-08-12 00:00:00.000
6317,7123,1 (11) 500 555-0130,1,2013-05-14 00:00:00.000
6318,7124,359-555-0158,2,2013-07-18 00:00:00.000
6319,7125,120-555-0113,1,2013-10-31 00:00:00.000
6320,7126,733-555-0149,1,2011-08-10 00:00:00.000
6321,7127,439-555-0197,1,2014-01-13 00:00:00.000
6322,7128,1 (11) 500 555-0198,2,2012-02-14 00:00:00.000
6323,7129,868-555-0191,2,2014-06-13 00:00:00.000
6324,7130,803-555-0126,1,2013-11-18 00:00:00.000
6325,7131,1 (11) 500 555-0186,1,2012-06-23 00:00:00.000
6326,7132,1 (11) 500 555-0145,1,2013-08-02 00:00:00.000
6327,7133,1 (11) 500 555-0143,2,2013-09-17 00:00:00.000
6328,7134,194-555-0172,1,2013-09-09 00:00:00.000
6329,7135,779-555-0162,2,2013-10-27 00:00:00.000
6330,7136,1 (11) 500 555-0124,1,2014-03-02 00:00:00.000
6331,7137,1 (11) 500 555-0140,1,2012-10-10 00:00:00.000
6332,7138,166-555-0174,2,2013-10-15 00:00:00.000
6333,7139,173-555-0120,1,2013-10-28 00:00:00.000
6334,7140,1 (11) 500 555-0165,1,2013-11-13 00:00:00.000
6335,7141,1 (11) 500 555-0145,1,2011-08-30 00:00:00.000
6336,7142,936-555-0157,2,2014-04-11 00:00:00.000
6337,7143,1 (11) 500 555-0168,2,2013-12-05 00:00:00.000
6338,7144,1 (11) 500 555-0167,1,2013-09-24 00:00:00.000
6339,7145,1 (11) 500 555-0113,2,2013-09-15 00:00:00.000
6340,7146,1 (11) 500 555-0118,2,2014-01-04 00:00:00.000
6341,7147,330-555-0118,1,2014-03-08 00:00:00.000
6342,7148,1 (11) 500 555-0161,1,2013-06-26 00:00:00.000
6343,7149,1 (11) 500 555-0124,2,2014-05-15 00:00:00.000
6344,7150,845-555-0113,1,2013-10-06 00:00:00.000
6345,7151,113-555-0156,1,2013-07-26 00:00:00.000
6346,7152,319-555-0193,2,2014-05-30 00:00:00.000
6347,7153,1 (11) 500 555-0128,2,2014-04-10 00:00:00.000
6348,7154,1 (11) 500 555-0118,1,2012-11-01 00:00:00.000
6349,7155,160-555-0156,2,2013-09-20 00:00:00.000
6350,7156,1 (11) 500 555-0121,1,2013-11-21 00:00:00.000
6351,7157,1 (11) 500 555-0127,1,2012-08-13 00:00:00.000
6352,7158,290-555-0117,1,2013-07-25 00:00:00.000
6353,7159,533-555-0147,2,2013-07-16 00:00:00.000
6354,7160,910-555-0188,2,2012-09-04 00:00:00.000
6355,7161,214-555-0150,2,2013-11-25 00:00:00.000
6356,7162,1 (11) 500 555-0148,2,2013-11-21 00:00:00.000
6357,7163,1 (11) 500 555-0187,2,2014-02-02 00:00:00.000
6358,7164,1 (11) 500 555-0122,1,2013-04-16 00:00:00.000
6359,7165,785-555-0130,2,2014-05-15 00:00:00.000
6360,7166,807-555-0129,1,2011-11-10 00:00:00.000
6361,7167,1 (11) 500 555-0120,2,2014-05-21 00:00:00.000
6362,7168,133-555-0128,2,2013-12-09 00:00:00.000
6363,7169,260-555-0148,1,2014-01-26 00:00:00.000
6364,7170,1 (11) 500 555-0110,1,2012-12-13 00:00:00.000
6365,7171,1 (11) 500 555-0186,2,2013-12-07 00:00:00.000
6366,7172,862-555-0191,2,2013-11-16 00:00:00.000
6367,7173,960-555-0157,1,2012-06-05 00:00:00.000
6368,7174,766-555-0133,1,2014-04-26 00:00:00.000
