,CreditCardID,CardType,CardNumber,ExpMonth,ExpYear,ModifiedDate
5965,5966,Vista,11117795387216,12,2005,2013-08-26
5966,5967,SuperiorCard,33338557113451,9,2006,2012-09-17
5967,5968,Vista,11119284396717,6,2008,2013-03-14
5968,5969,Vista,11117423814201,8,2008,2014-01-01
5969,5970,Distinguish,55554687724436,10,2008,2014-01-30
5970,5971,Distinguish,55552748028086,10,2005,2008-12-24
5971,5972,SuperiorCard,33332110895590,2,2008,2013-10-02
5972,5973,Vista,11112242022222,4,2008,2012-07-08
5973,5974,Distinguish,55552717112008,7,2006,2013-12-27
5974,5975,ColonialVoice,77774895573168,7,2005,2013-04-26
5975,5976,Distinguish,55556831716336,2,2005,2013-05-14
5976,5977,ColonialVoice,77775977948224,1,2006,2013-02-24
5977,5978,Vista,11112429402066,7,2007,2013-07-01
5978,5979,Vista,11118214038033,7,2005,2014-03-18
5979,5980,SuperiorCard,33336794061831,5,2005,2014-04-30
5980,5981,Distinguish,55557348604872,1,2008,2013-11-15
5981,5982,Distinguish,55558230305245,9,2005,2014-04-30
5982,5983,SuperiorCard,33337440349378,9,2006,2010-01-16
5983,5984,Distinguish,55556263065248,2,2008,2013-12-07
5984,5985,Distinguish,55555348573943,5,2006,2013-07-13
5985,5986,SuperiorCard,33333066775747,2,2005,2013-02-13
5986,5987,SuperiorCard,33332675694332,4,2005,2013-09-05
5987,5988,ColonialVoice,77771800393981,4,2007,2014-04-19
5988,5989,ColonialVoice,77775588594799,7,2005,2011-12-08
5989,5990,Distinguish,55554542712273,12,2006,2013-10-03
5990,5991,SuperiorCard,33332583149793,6,2007,2014-05-26
5991,5992,ColonialVoice,77775792707199,9,2008,2013-11-06
5992,5993,SuperiorCard,33337058408536,9,2005,2013-07-17
5993,5994,ColonialVoice,77774451073291,3,2006,2013-11-23
5994,5995,ColonialVoice,77776957181607,9,2007,2013-09-30
5995,5996,Vista,11115606039733,10,2007,2013-10-02
5996,5997,SuperiorCard,33338691561780,10,2005,2012-08-02
5997,5998,Distinguish,55556998785659,8,2008,2011-06-05
5998,5999,SuperiorCard,33334522073466,7,2006,2014-02-17
5999,6000,SuperiorCard,33335168568716,7,2008,2012-06-21
6000,6001,Distinguish,55559591988027,12,2005,2012-06-28
6001,6002,Distinguish,55558160615655,3,2007,2013-12-06
6002,6003,SuperiorCard,33331665787518,5,2007,2014-05-18
6003,6004,ColonialVoice,77772063672952,6,2006,2013-07-02
6004,6005,Distinguish,55555430940765,9,2007,2011-07-01
6005,6006,Vista,11118083857862,2,2007,2013-07-24
6006,6007,ColonialVoice,77778201506384,1,2007,2014-06-09
6007,6008,SuperiorCard,33334506136297,11,2008,2013-09-10
6008,6009,Vista,11115489586173,2,2008,2009-02-28
6009,6010,ColonialVoice,77774235495639,8,2005,2013-11-24
6010,6011,ColonialVoice,77778832815148,11,2005,2013-08-08
6011,6012,Vista,11113128129622,2,2006,2013-08-13
6012,6013,Distinguish,55557582298137,5,2007,2013-12-14
6013,6014,ColonialVoice,77779302450252,10,2005,2013-12-30
6014,6015,ColonialVoice,77776979502229,12,2007,2012-12-11
6015,6016,Distinguish,55552861626258,1,2007,2012-10-26
6016,6017,Distinguish,55551929733568,12,2005,2014-01-16
6017,6018,ColonialVoice,77775185341217,6,2008,2014-06-15
6018,6019,ColonialVoice,77777116677661,2,2007,2013-08-30
6019,6020,Vista,11115830263146,11,2006,2012-07-11
6020,6021,Vista,11116262857274,3,2005,2013-07-10
6021,6022,SuperiorCard,33338877326412,1,2006,2013-12-07
6022,6023,ColonialVoice,77776632248027,11,2005,2012-06-12
6023,6024,Distinguish,55556674240660,12,2008,2008-12-31
6024,6025,Vista,11117809800001,5,2006,2013-02-13
6025,6026,SuperiorCard,33335555864523,9,2006,2013-09-15
6026,6027,Vista,11114630940068,12,2008,2013-01-11
6027,6028,Distinguish,55553670166756,9,2005,2014-06-01
6028,6029,ColonialVoice,77772435802655,9,2007,2014-06-25
6029,6030,Vista,11114276011614,10,2007,2014-02-27
6030,6031,SuperiorCard,33337287317401,12,2005,2013-05-18
6031,6032,ColonialVoice,77773660758791,8,2006,2013-11-26
6032,6033,ColonialVoice,77775685477155,10,2006,2011-12-13
6033,6034,Distinguish,55558011571769,8,2008,2014-05-21
6034,6035,ColonialVoice,77777751276275,3,2006,2013-07-26
6035,6036,SuperiorCard,33334016789950,10,2007,2013-08-03
6036,6037,Distinguish,55557446578403,12,2005,2014-04-02
6037,6038,Vista,11111271337147,4,2005,2013-07-30
6038,6039,Vista,11119288859764,12,2007,2013-07-30
6039,6040,ColonialVoice,77773019695857,6,2008,2013-08-15
6040,6041,Distinguish,55553854480439,12,2006,2012-09-26
6041,6042,SuperiorCard,33334664890641,1,2007,2014-05-28
6042,6043,SuperiorCard,33334057525125,5,2005,2012-09-15
6043,6044,Distinguish,55551932869517,10,2008,2013-01-13
6044,6045,Distinguish,55559526274193,3,2007,2014-06-29
6045,6046,SuperiorCard,33337310542328,6,2005,2013-03-04
6046,6047,ColonialVoice,77777980996005,4,2007,2014-01-02
6047,6048,ColonialVoice,77774433934180,4,2005,2012-11-01
6048,6049,Distinguish,55551573419977,8,2008,2014-03-12
6049,6050,SuperiorCard,33333616011581,11,2008,2012-06-25
6050,6051,ColonialVoice,77773904669479,9,2006,2014-02-22
6051,6052,Vista,11118203113027,3,2005,2014-04-11
6052,6053,Distinguish,55557919638358,4,2007,2013-10-07
6053,6054,SuperiorCard,33336337610199,6,2008,2013-11-06
6054,6055,ColonialVoice,77775002696622,10,2007,2013-10-07
6055,6056,Distinguish,55557920661141,11,2008,2013-08-26
6056,6057,Vista,11113671848073,11,2008,2014-03-14
6057,6058,Distinguish,55557688986430,12,2006,2013-08-29
6058,6059,ColonialVoice,77779544917679,7,2007,2012-05-23
6059,6060,Distinguish,55556340340143,4,2006,2012-12-09
6060,6061,Distinguish,55558988776461,12,2005,2013-12-27
6061,6062,Vista,11117557032570,2,2006,2013-07-02
6062,6063,Vista,11117923353874,10,2008,2013-12-13
6063,6064,ColonialVoice,77774469674761,11,2007,2014-05-26
6064,6065,ColonialVoice,77778836450151,3,2006,2011-08-01
6065,6066,Vista,11111377071752,1,2005,2013-03-19
6066,6067,ColonialVoice,77773270624508,6,2006,2014-06-18
6067,6068,ColonialVoice,77779019610051,12,2007,2013-07-23
6068,6069,Distinguish,55557284022926,12,2007,2011-08-01
6069,6070,ColonialVoice,77772576721529,9,2008,2013-12-01
6070,6071,SuperiorCard,33332313627319,3,2006,2012-02-04
6071,6072,SuperiorCard,33333882640561,7,2006,2013-11-25
6072,6073,ColonialVoice,77779895092309,3,2005,2012-11-28
6073,6074,Distinguish,55558299566617,1,2005,2013-10-20
6074,6075,Vista,11112543783159,2,2005,2014-04-03
6075,6076,Distinguish,55554816306029,9,2008,2010-12-16
6076,6077,ColonialVoice,77779927449599,6,2005,2013-08-30
6077,6078,Vista,11111116901145,5,2007,2013-10-23
6078,6079,Distinguish,55558383584963,6,2008,2013-08-07
6079,6080,Distinguish,55556923898046,5,2008,2013-08-23
6080,6081,ColonialVoice,77774998280230,10,2005,2013-07-14
6081,6082,Vista,11118586445773,5,2007,2012-09-19
6082,6083,ColonialVoice,77776473495535,6,2006,2012-06-30
6083,6084,Distinguish,55559881820491,12,2006,2013-02-15
6084,6085,Vista,11116609499476,2,2008,2012-09-23
6085,6086,SuperiorCard,33332497917393,4,2007,2013-11-06
6086,6087,SuperiorCard,33334615085823,7,2008,2012-04-07
6087,6088,Distinguish,55555775420050,5,2005,2014-04-02
6088,6089,Distinguish,55551702501475,1,2006,2013-11-14
6089,6090,ColonialVoice,77776813555298,9,2006,2013-04-01
6090,6091,SuperiorCard,33338300764004,3,2007,2014-01-18
6091,6092,SuperiorCard,33339924249109,3,2006,2012-11-17
6092,6093,SuperiorCard,33336961965666,9,2007,2013-08-20
6093,6094,Vista,11112760805986,10,2005,2014-03-03
6094,6095,SuperiorCard,33333350746615,10,2005,2013-10-21
6095,6096,Distinguish,55556676165811,6,2006,2011-12-19
6096,6097,ColonialVoice,77772378574236,11,2006,2014-03-13
6097,6098,Vista,11115787175422,6,2006,2013-11-20
6098,6099,Vista,11119854223065,4,2005,2013-06-01
6099,6100,SuperiorCard,33335723209732,7,2007,2013-10-28
6100,6101,Distinguish,55553512901256,2,2006,2013-11-03
6101,6102,SuperiorCard,33336293048415,10,2005,2012-03-16
6102,6103,SuperiorCard,33338661017081,10,2006,2012-12-15
6103,6104,ColonialVoice,77779016539220,7,2005,2013-09-24
6104,6105,Distinguish,55558560244809,10,2005,2013-07-18
6105,6106,Distinguish,55552418247527,7,2005,2013-10-26
6106,6107,Vista,11119456273738,5,2007,2009-02-25
6107,6108,ColonialVoice,77776509155785,2,2006,2013-12-16
6108,6109,Distinguish,55552973834366,12,2006,2014-02-08
6109,6110,Vista,11113370797358,10,2007,2014-01-04
6110,6111,Distinguish,55553160883660,11,2006,2013-10-06
6111,6112,Distinguish,55555986555572,2,2007,2014-06-26
6112,6113,SuperiorCard,33339089365169,9,2005,2013-12-30
6113,6114,SuperiorCard,33332917271247,10,2006,2013-07-03
6114,6115,Vista,11118073666190,12,2006,2014-06-13
6115,6116,Distinguish,55551483275912,7,2008,2013-10-15
6116,6117,SuperiorCard,33333742044982,7,2005,2012-08-11
6117,6118,SuperiorCard,33337352316463,1,2005,2014-03-25
6118,6119,Vista,11115151342787,9,2007,2013-11-17
6119,6120,Vista,11117797027261,7,2007,2013-04-19
6120,6121,SuperiorCard,33332839086324,9,2005,2014-01-01
6121,6122,ColonialVoice,77778087209222,3,2008,2012-10-12
6122,6123,SuperiorCard,33338302235475,3,2008,2014-02-05
6123,6124,Distinguish,55555965568157,4,2005,2013-12-10
6124,6125,Distinguish,55551870673331,9,2008,2014-05-09
6125,6126,ColonialVoice,77774350872456,8,2006,2011-07-01
6126,6127,SuperiorCard,33333685480056,12,2007,2012-01-22
6127,6128,Distinguish,55552765585450,6,2006,2013-07-23
6128,6129,Vista,11114501315687,7,2006,2014-02-01
6129,6130,Distinguish,55558809914652,7,2008,2014-01-18
6130,6131,SuperiorCard,33339234235761,3,2005,2014-05-03
6131,6132,SuperiorCard,33336071534857,9,2007,2014-05-13
6132,6133,Distinguish,55559253866039,10,2008,2014-04-13
6133,6134,Vista,11118829421976,11,2005,2014-05-31
6134,6135,Distinguish,55552641919429,2,2007,2014-01-02
6135,6136,Vista,11117449248282,4,2005,2014-05-13
6136,6137,Distinguish,55552532294033,12,2008,2014-04-17
6137,6138,ColonialVoice,77778647248035,2,2006,2012-03-14
6138,6139,ColonialVoice,77774044611550,9,2006,2012-04-11
6139,6140,Distinguish,55553972864878,9,2007,2013-09-25
6140,6141,ColonialVoice,77777082131362,1,2006,2014-02-21
6141,6142,Vista,11112669446382,3,2007,2013-07-26
6142,6143,ColonialVoice,77772186535125,11,2006,2014-03-23
6143,6144,SuperiorCard,33338057867480,10,2006,2014-05-27
6144,6145,SuperiorCard,33332331759848,9,2007,2014-03-06
6145,6146,SuperiorCard,33331131147139,3,2005,2011-11-07
6146,6147,SuperiorCard,33339169078742,5,2005,2013-11-05
6147,6148,SuperiorCard,33337596865736,8,2008,2013-08-27
6148,6149,Vista,11111772249533,4,2006,2014-02-09
6149,6150,ColonialVoice,77773726548174,5,2008,2013-11-15
6150,6151,SuperiorCard,33333074643886,4,2005,2014-06-09
6151,6152,SuperiorCard,33335918686825,9,2008,2013-11-27
6152,6153,ColonialVoice,77774465785115,8,2006,2013-12-18
6153,6154,SuperiorCard,33332311392200,8,2005,2013-10-30
6154,6155,ColonialVoice,77772868943055,7,2005,2013-08-31
6155,6156,ColonialVoice,77772559765945,9,2006,2012-05-30
6156,6157,SuperiorCard,33331835476345,1,2008,2014-06-07
6157,6158,Distinguish,55558094716325,6,2008,2013-11-15
6158,6159,SuperiorCard,33337566570785,2,2005,2013-09-03
6159,6160,SuperiorCard,33339873826642,1,2007,2013-11-29
6160,6161,Vista,11111896089339,7,2007,2014-02-19
6161,6162,SuperiorCard,33331717650848,12,2006,2014-04-26
6162,6163,SuperiorCard,33333158558236,2,2008,2014-04-02
6163,6164,ColonialVoice,77777842226139,7,2008,2013-10-30
6164,6165,Vista,11112985691360,4,2005,2014-02-23
6165,6166,ColonialVoice,77771670712012,5,2007,2012-04-13
6166,6167,SuperiorCard,33336321590123,6,2006,2011-09-07
6167,6168,SuperiorCard,33332755430862,12,2006,2011-07-10
6168,6169,SuperiorCard,33332560700462,6,2007,2013-07-10
6169,6170,SuperiorCard,33331318545209,7,2007,2011-01-31
6170,6171,Distinguish,55558144602317,3,2008,2013-07-22
6171,6172,Vista,11113286680445,1,2005,2009-01-09
6172,6173,Distinguish,55551261569091,10,2008,2014-03-19
6173,6174,SuperiorCard,33333283357150,11,2005,2008-12-12
6174,6175,Distinguish,55557422335280,11,2008,2012-09-11
6175,6176,Vista,11118122950524,7,2008,2013-04-08
6176,6177,SuperiorCard,33333439589916,11,2007,2013-01-16
6177,6178,Distinguish,55553160153494,1,2007,2014-01-07
6178,6179,ColonialVoice,77773427135246,1,2005,2011-11-18
6179,6180,SuperiorCard,33337470327614,12,2006,2013-08-24
6180,6181,Distinguish,55557079059818,9,2005,2013-09-16
6181,6182,SuperiorCard,33332199943768,3,2008,2014-04-08
6182,6183,Distinguish,55558085070635,6,2006,2012-06-30
6183,6184,Vista,11113419944048,10,2005,2011-07-14
6184,6185,SuperiorCard,33337700957008,8,2007,2013-11-28
6185,6186,ColonialVoice,77776151441177,3,2005,2012-03-18
6186,6187,Vista,11115209311104,8,2006,2013-07-24
6187,6188,SuperiorCard,33338952522163,10,2005,2014-06-09
6188,6189,SuperiorCard,33338236394246,9,2008,2013-09-07
6189,6190,SuperiorCard,33339790408733,11,2007,2014-05-28
6190,6191,SuperiorCard,33339674453719,11,2008,2011-10-01
6191,6192,ColonialVoice,77776126614561,7,2008,2014-02-27
6192,6193,Distinguish,55551503988815,2,2005,2013-09-09
6193,6194,Distinguish,55555212512507,8,2005,2014-04-28
6194,6195,Distinguish,55559768076353,5,2008,2014-04-28
6195,6196,SuperiorCard,33337416071902,1,2006,2012-01-13
6196,6197,Distinguish,55551552434480,9,2007,2013-04-25
6197,6198,ColonialVoice,77771051642634,11,2005,2013-04-01
6198,6199,Distinguish,55559528867675,5,2005,2013-12-23
6199,6200,Distinguish,55556004755465,9,2005,2012-12-03
6200,6201,SuperiorCard,33332369825420,10,2005,2014-06-23
6201,6202,Vista,11117788903906,2,2008,2013-07-12
6202,6203,ColonialVoice,77773659921504,3,2008,2014-02-10
6203,6204,Vista,11114254644014,11,2008,2014-02-25
6204,6205,ColonialVoice,77771419143659,6,2007,2014-01-08
6205,6206,ColonialVoice,77776080795887,9,2007,2013-07-16
6206,6207,ColonialVoice,77772856876927,4,2007,2013-07-16
6207,6208,Distinguish,55555532175057,1,2006,2013-07-14
6208,6209,ColonialVoice,77772749404004,1,2008,2013-12-15
6209,6210,ColonialVoice,77775246479812,3,2007,2013-05-09
6210,6211,Distinguish,55559819870332,11,2008,2012-11-25
6211,6212,SuperiorCard,33332868797023,2,2005,2012-01-29
6212,6213,Vista,11114486545935,7,2007,2011-06-03
6213,6214,Vista,11111830379775,11,2005,2013-10-21
6214,6215,ColonialVoice,77779938521693,6,2008,2014-04-03
6215,6216,Vista,11113073498783,8,2007,2013-09-27
6216,6217,Distinguish,55555612902947,4,2005,2014-03-07
6217,6218,SuperiorCard,33333660312310,10,2005,2012-06-24
6218,6219,SuperiorCard,33339463882978,9,2006,2014-01-07
6219,6220,Vista,11117049666956,6,2006,2014-03-02
6220,6221,Distinguish,55558142106219,12,2005,2013-09-15
6221,6222,Distinguish,55551369995256,6,2007,2012-04-06
6222,6223,Distinguish,55553142888436,12,2006,2011-10-03
6223,6224,Vista,11117220706689,12,2006,2014-06-22
6224,6225,Distinguish,55557414545195,7,2007,2014-04-25
6225,6226,Distinguish,55554709888904,6,2007,2013-09-21
6226,6227,Vista,11117424914582,1,2008,2014-06-21
6227,6228,ColonialVoice,77777758550552,1,2008,2014-04-26
6228,6229,Distinguish,55553520348913,10,2005,2013-09-12
6229,6230,Vista,11118824802118,11,2006,2014-04-30
6230,6231,SuperiorCard,33332257046844,9,2007,2011-11-10
6231,6232,SuperiorCard,33331111451804,7,2007,2014-06-11
6232,6233,SuperiorCard,33335897400619,7,2005,2014-06-13
6233,6234,Vista,11118236552948,3,2006,2013-04-10
6234,6235,Vista,11115800268766,3,2007,2012-10-30
6235,6236,ColonialVoice,77773820038192,8,2006,2012-09-28
6236,6237,SuperiorCard,33332139391682,5,2006,2014-02-13
6237,6238,ColonialVoice,77775483163348,4,2008,2013-08-30
6238,6239,Distinguish,55556031370578,11,2007,2009-01-15
6239,6240,Vista,11112225088621,5,2006,2013-09-19
6240,6241,SuperiorCard,33336305990493,1,2005,2014-02-10
6241,6242,Vista,11111917813519,6,2006,2013-11-30
6242,6243,Distinguish,55555878973265,5,2008,2013-09-08
6243,6244,SuperiorCard,33339178510139,11,2007,2014-04-23
6244,6245,Vista,11119701344006,6,2006,2013-10-24
6245,6246,ColonialVoice,77772740912530,2,2005,2013-08-09
6246,6247,Distinguish,55558737207949,3,2007,2011-08-20
6247,6248,Vista,11118431746360,5,2007,2012-02-20
6248,6249,Vista,11112816887937,11,2005,2013-11-08
6249,6250,Distinguish,55556932691189,7,2007,2013-01-08
6250,6251,Distinguish,55557177664185,10,2008,2013-07-02
6251,6252,ColonialVoice,77777257916929,8,2007,2014-05-03
6252,6253,SuperiorCard,33337339849239,11,2005,2013-01-28
6253,6254,ColonialVoice,77779861228199,9,2006,2012-07-27
6254,6255,Vista,11112699258401,11,2006,2014-04-23
6255,6256,ColonialVoice,77774806034407,9,2005,2013-10-28
6256,6257,SuperiorCard,33335661501102,4,2006,2013-09-15
6257,6258,Distinguish,55558763660133,1,2007,2013-07-02
6258,6259,Distinguish,55557002844619,4,2008,2013-11-11
6259,6260,SuperiorCard,33335830981168,12,2008,2014-02-03
6260,6261,Vista,11112692635551,3,2005,2014-01-28
6261,6262,ColonialVoice,77779477189669,3,2007,2014-04-25
6262,6263,Distinguish,55558942126465,1,2007,2014-03-06
6263,6264,Vista,11111510329124,9,2005,2011-07-01
6264,6265,Vista,11112352996984,4,2008,2012-01-25
6265,6266,Distinguish,55555926932071,9,2007,2013-12-02
6266,6267,ColonialVoice,77771146878254,11,2008,2013-11-04
6267,6268,ColonialVoice,77776957621656,1,2008,2012-04-09
6268,6269,SuperiorCard,33332228479255,3,2007,2013-12-13
6269,6270,Distinguish,55553852955329,4,2008,2013-12-22
6270,6271,ColonialVoice,77775531594345,6,2005,2012-05-07
6271,6272,ColonialVoice,77775093342982,10,2006,2012-07-31
6272,6273,SuperiorCard,33339488603265,7,2006,2014-05-19
6273,6274,ColonialVoice,77779018359760,11,2005,2012-09-22
6274,6275,Distinguish,55552886498928,5,2006,2013-07-20
6275,6276,ColonialVoice,77777961980870,1,2007,2013-02-14
6276,6277,Vista,11111578248023,6,2008,2014-05-17
6277,6278,Distinguish,55553962377706,6,2007,2013-10-24
6278,6279,Distinguish,55551561214435,4,2005,2013-11-28
6279,6280,ColonialVoice,77776982670281,12,2007,2013-06-30
6280,6281,SuperiorCard,33332863256166,5,2007,2014-03-05
6281,6282,ColonialVoice,77778476089423,12,2008,2012-08-23
6282,6283,SuperiorCard,33334081856365,9,2006,2014-02-25
6283,6284,Vista,11112473562753,8,2008,2014-03-08
6284,6285,ColonialVoice,77774118996863,5,2005,2009-01-11
6285,6286,Distinguish,55555603790850,11,2008,2014-04-03
6286,6287,Distinguish,55557583764821,5,2005,2014-01-01
6287,6288,ColonialVoice,77775956748793,4,2007,2013-08-26
6288,6289,Vista,11117783232794,9,2005,2013-11-29
6289,6290,Distinguish,55554174254943,2,2006,2009-12-22
6290,6291,ColonialVoice,77771405164088,4,2005,2013-07-31
6291,6292,SuperiorCard,33339265822056,11,2008,2014-02-26
6292,6293,Vista,11111147702227,4,2006,2013-12-01
6293,6294,Distinguish,55552624044783,9,2007,2012-08-20
6294,6295,SuperiorCard,33336151900109,9,2007,2013-07-31
6295,6296,SuperiorCard,33335242087453,7,2006,2013-08-07
6296,6297,SuperiorCard,33338020654828,9,2007,2013-12-15
6297,6298,ColonialVoice,77779913689475,5,2006,2009-01-04
6298,6299,SuperiorCard,33335057334264,5,2005,2012-02-18
6299,6300,SuperiorCard,33333536150179,8,2008,2011-11-23
6300,6301,Vista,11112411317420,12,2008,2014-02-21
6301,6302,Vista,11119492690351,8,2008,2014-01-14
6302,6303,Vista,11114628435601,1,2007,2011-11-02
6303,6304,Distinguish,55551928809235,10,2007,2013-08-24
6304,6305,SuperiorCard,33331256840132,1,2005,2013-10-30
6305,6306,Vista,11119224010929,1,2006,2013-06-30
6306,6307,SuperiorCard,33339924721229,5,2005,2013-08-16
6307,6308,Distinguish,55551614862575,12,2007,2013-06-07
6308,6309,Vista,11118109717366,5,2005,2014-01-31
6309,6310,Distinguish,55555614797481,6,2007,2014-01-17
6310,6311,SuperiorCard,33331285627021,1,2006,2014-06-14
6311,6312,SuperiorCard,33337085494247,1,2008,2014-02-21
6312,6313,Distinguish,55554018037344,3,2005,2013-10-18
6313,6314,Vista,11115131969223,1,2007,2013-10-27
6314,6315,Distinguish,55557144714015,7,2006,2013-12-12
6315,6316,SuperiorCard,33334595843562,5,2005,2013-02-24
6316,6317,Vista,11117845675116,7,2005,2014-02-28
6317,6318,Vista,11116761557131,5,2008,2013-06-26
6318,6319,SuperiorCard,33335503353472,3,2005,2014-05-15
6319,6320,Distinguish,55558006806787,12,2005,2013-10-22
6320,6321,SuperiorCard,33334153473560,1,2006,2012-10-16
6321,6322,Distinguish,55558384446269,11,2007,2013-11-22
6322,6323,ColonialVoice,77772797463603,6,2006,2011-11-27
6323,6324,Distinguish,55552376023977,9,2007,2013-09-16
6324,6325,Vista,11119517430210,12,2006,2011-11-07
6325,6326,Vista,11119505194079,3,2006,2014-04-21
6326,6327,ColonialVoice,77779813619998,12,2005,2013-08-17
6327,6328,Vista,11118606914320,12,2006,2013-10-18
6328,6329,SuperiorCard,33334485071758,11,2005,2013-12-30
6329,6330,ColonialVoice,77775982494619,7,2008,2013-11-05
6330,6331,Vista,11113559658293,12,2008,2013-09-30
6331,6332,SuperiorCard,33336944233410,8,2005,2012-04-04
6332,6333,SuperiorCard,33336798174519,11,2007,2013-10-15
6333,6334,SuperiorCard,33331322716040,5,2005,2014-03-19
6334,6335,ColonialVoice,77777997232474,3,2006,2014-02-04
6335,6336,SuperiorCard,33337123895318,11,2006,2011-06-06
6336,6337,Distinguish,55557971975149,10,2008,2013-05-06
6337,6338,Distinguish,55555370513929,10,2005,2014-02-22
6338,6339,Distinguish,55551782777888,1,2005,2012-11-10
6339,6340,SuperiorCard,33338397029662,10,2005,2012-05-30
6340,6341,Distinguish,55555367980317,7,2005,2013-12-11
6341,6342,ColonialVoice,77774525233281,12,2005,2012-07-18
6342,6343,SuperiorCard,33334489405193,2,2005,2014-01-31
6343,6344,Vista,11114682688496,7,2005,2013-10-19
6344,6345,Vista,11111980267221,8,2006,2014-05-04
6345,6346,Distinguish,55551351472953,4,2005,2013-10-16
6346,6347,Vista,11114583944058,12,2006,2011-07-26
6347,6348,Distinguish,55553689819036,11,2007,2014-01-07
6348,6349,Vista,11116681722440,8,2005,2014-03-28
6349,6350,SuperiorCard,33332088698736,5,2006,2014-02-25
6350,6351,SuperiorCard,33337384933634,12,2007,2014-05-03
6351,6352,ColonialVoice,77771157712180,2,2005,2013-07-06
6352,6353,SuperiorCard,33333669783652,1,2008,2013-03-30
6353,6354,Distinguish,55559116171083,12,2005,2014-05-20
6354,6355,Vista,11113785564089,3,2006,2014-03-04
6355,6356,SuperiorCard,33332162943653,11,2008,2014-06-07
6356,6357,Distinguish,55553561263055,11,2005,2013-07-18
6357,6358,SuperiorCard,33336583200025,6,2005,2013-10-01
6358,6359,Vista,11118719394286,9,2007,2014-05-20
6359,6360,SuperiorCard,33338824639882,12,2005,2013-01-13
6360,6361,Vista,11112931919080,1,2005,2013-07-15
6361,6362,Vista,11111662869377,1,2008,2013-11-26
6362,6363,SuperiorCard,33339009672937,3,2005,2013-11-27
6363,6364,Distinguish,55551633460445,7,2005,2013-01-03
6364,6365,SuperiorCard,33331350928479,4,2008,2013-12-09
6365,6366,ColonialVoice,77775318565560,6,2007,2013-07-26
6366,6367,Vista,11118683794936,9,2008,2013-09-08
6367,6368,Distinguish,55559265654144,9,2006,2014-01-20
6368,6369,SuperiorCard,33338214404317,4,2005,2013-05-29
6369,6370,ColonialVoice,77771304338330,5,2005,2012-09-21
6370,6371,ColonialVoice,77771665383413,7,2006,2013-11-22
6371,6372,SuperiorCard,33331090066523,5,2005,2013-07-30
6372,6373,Vista,11111871744836,10,2007,2013-11-24
6373,6374,SuperiorCard,33333930707587,7,2007,2013-11-10
6374,6375,ColonialVoice,77773397562014,8,2008,2013-08-19
6375,6376,Vista,11113910521990,7,2006,2013-11-05
6376,6377,Distinguish,55555697353856,6,2008,2013-11-24
6377,6378,Distinguish,55556115993991,8,2007,2011-08-26
6378,6379,Distinguish,55556424993232,9,2007,2012-12-19
6379,6380,Distinguish,55551801777503,6,2006,2013-01-20
6380,6381,SuperiorCard,33333959449660,9,2006,2014-01-17
6381,6382,Distinguish,55558076923868,9,2005,2013-07-07
6382,6383,SuperiorCard,33335610900390,10,2007,2014-01-25
6383,6384,Vista,11114770839148,6,2008,2013-05-02
6384,6385,Distinguish,55554549145310,5,2008,2014-05-31
6385,6386,Vista,11114758069048,11,2006,2011-07-01
6386,6387,SuperiorCard,33339972458292,10,2008,2013-07-14
6387,6388,SuperiorCard,33331775355219,5,2006,2013-10-17
6388,6389,Vista,11111638723898,4,2006,2014-05-28
6389,6390,SuperiorCard,33338565028869,2,2008,2013-08-10
6390,6391,Vista,11112818450129,9,2008,2014-04-01
6391,6392,SuperiorCard,33333988279566,2,2007,2013-10-30
6392,6393,Vista,11113484341890,7,2005,2014-04-27
6393,6394,Distinguish,55556633828682,10,2006,2014-05-18
6394,6395,SuperiorCard,33333669224919,6,2006,2013-08-24
6395,6396,Distinguish,55555396314466,6,2005,2013-10-30
6396,6397,Vista,11111883816714,5,2007,2013-05-08
6397,6398,Distinguish,55555200082531,8,2006,2014-04-21
6398,6399,Vista,11113109531552,10,2005,2011-11-21
6399,6400,SuperiorCard,33336732432015,7,2006,2013-08-17
6400,6401,Vista,11118549946551,7,2008,2014-01-17
6401,6402,SuperiorCard,33334181569765,8,2008,2012-06-30
6402,6403,Distinguish,55557689789966,10,2007,2014-02-28
6403,6404,Vista,11111929778481,10,2007,2012-01-02
6404,6405,SuperiorCard,33334573835976,6,2005,2014-05-27
6405,6406,ColonialVoice,77777247606583,1,2005,2013-09-08
6406,6407,Vista,11118341264537,4,2005,2013-10-14
6407,6408,ColonialVoice,77772090895484,4,2007,2013-10-03
6408,6409,Vista,11118958112552,2,2006,2012-10-31
6409,6410,Vista,11113463518075,9,2008,2013-07-25
6410,6411,Distinguish,55559876554076,11,2005,2013-07-08
6411,6412,Vista,11117819599466,8,2005,2013-11-24
6412,6413,Distinguish,55552347121512,12,2007,2014-04-12
6413,6414,Distinguish,55554605232779,2,2006,2013-07-29
6414,6415,Distinguish,55554566583301,7,2008,2013-10-20
6415,6416,SuperiorCard,33336745036125,8,2008,2011-05-24
6416,6417,Distinguish,55551752180113,2,2006,2008-12-20
6417,6418,ColonialVoice,77779807458549,8,2006,2013-12-12
6418,6419,SuperiorCard,33332335792317,9,2005,2014-01-29
6419,6420,Vista,11118141000087,1,2005,2013-10-06
6420,6421,ColonialVoice,77773110345453,2,2008,2014-06-19
6421,6422,ColonialVoice,77779587342856,3,2008,2012-09-14
